nohup: ignoring input
Running on hadoop, using /home/zheyi/sarahadoop/hadoop-0.20/bin/hadoop and HADOOP_CONF_DIR=
MAHOUT-JOB: /home/zheyi/mahout-distribution-0.7/mahout-examples-0.7-job.jar
13/05/21 20:00:25 INFO common.AbstractJob: Command line arguments: {--encoding=[UTF-8], --endPhase=[2147483647], --input=[/user/s117449/synthetic/d_100m_20_1k_10k_4.data], --maxHeapSize=[50], --method=[mapreduce], --minSupport=[6000000], --numGroups=[1000], --numTreeCacheEntries=[5], --output=[output/fpg-synthetic-support6000000], --splitterPattern=[[\ ]], --startPhase=[0], --tempDir=[temp]}
13/05/21 20:00:26 INFO common.HadoopUtil: Deleting output/fpg-synthetic-support6000000
13/05/21 20:00:26 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/05/21 20:00:30 INFO hdfs.DFSClient: Created HDFS_DELEGATION_TOKEN token 182992 for s117449
13/05/21 20:00:30 INFO security.TokenCache: Got dt for hdfs://p-head03.alley.sara.nl:8020/tmp/hadoop-mapred/mapred/staging/s117449/.staging/job_201305151711_3501;uri=145.100.41.4:8020;t.service=145.100.41.4:8020
13/05/21 20:00:30 INFO input.FileInputFormat: Total input paths to process : 1
13/05/21 20:00:30 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
13/05/21 20:00:30 WARN snappy.LoadSnappy: Snappy native library not loaded
13/05/21 20:00:30 INFO mapred.JobClient: Running job: job_201305151711_3501
13/05/21 20:00:31 INFO mapred.JobClient:  map 0% reduce 0%
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
13/05/21 20:26:25 INFO hdfs.DFSClient: Failed to connect to /145.100.41.40:1004, add to deadNodes and continue
java.net.NoRouteToHostException: No route to host
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:692)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.getBlockReader(DFSClient.java:2377)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2056)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2170)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
13/05/21 20:26:25 INFO hdfs.DFSClient: Could not obtain block blk_-7488836064580899618_50734090 from any node: java.io.IOException: No live nodes contain current block. Will get new block locations from namenode and retry...
13/05/21 20:26:32 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 0 time(s).
13/05/21 20:26:35 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 1 time(s).
13/05/21 20:26:38 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 2 time(s).
13/05/21 20:26:41 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 3 time(s).
13/05/21 20:26:44 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 4 time(s).
13/05/21 20:26:47 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 5 time(s).
13/05/21 20:26:50 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 6 time(s).
13/05/21 20:26:53 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 7 time(s).
13/05/21 20:27:14 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 0 time(s).
13/05/21 20:27:15 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 8 time(s).
13/05/21 20:27:16 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 9 time(s).
13/05/21 20:27:16 WARN hdfs.DFSClient: DFS Read: java.io.IOException: Call to p-head03.alley.sara.nl/145.100.41.4:8020 failed on local exception: java.net.SocketException: Network is unreachable
	at org.apache.hadoop.ipc.Client.wrapException(Client.java:1142)
	at org.apache.hadoop.ipc.Client.call(Client.java:1110)
	at org.apache.hadoop.ipc.RPC$Invoker.invoke(RPC.java:226)
	at com.sun.proxy.$Proxy5.getBlockLocations(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.io.retry.RetryInvocationHandler.invokeMethod(RetryInvocationHandler.java:82)
	at org.apache.hadoop.io.retry.RetryInvocationHandler.invoke(RetryInvocationHandler.java:59)
	at com.sun.proxy.$Proxy5.getBlockLocations(Unknown Source)
	at org.apache.hadoop.hdfs.DFSClient.callGetBlockLocations(DFSClient.java:480)
	at org.apache.hadoop.hdfs.DFSClient.access$300(DFSClient.java:71)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.openInfo(DFSClient.java:1820)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.chooseDataNode(DFSClient.java:2229)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2024)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2170)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
Caused by: java.net.SocketException: Network is unreachable
	at sun.nio.ch.Net.connect0(Native Method)
	at sun.nio.ch.Net.connect(Net.java:364)
	at sun.nio.ch.Net.connect(Net.java:356)
	at sun.nio.ch.SocketChannelImpl.connect(SocketChannelImpl.java:623)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:192)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.ipc.Client$Connection.setupConnection(Client.java:425)
	at org.apache.hadoop.ipc.Client$Connection.setupIOstreams(Client.java:532)
	at org.apache.hadoop.ipc.Client$Connection.access$2300(Client.java:210)
	at org.apache.hadoop.ipc.Client.getConnection(Client.java:1247)
	at org.apache.hadoop.ipc.Client.call(Client.java:1078)
	... 44 more

Exception in thread "main" java.lang.IllegalStateException: java.io.IOException: Call to p-head03.alley.sara.nl/145.100.41.4:8020 failed on local exception: java.net.SocketException: Network is unreachable
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:104)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
Caused by: java.io.IOException: Call to p-head03.alley.sara.nl/145.100.41.4:8020 failed on local exception: java.net.SocketException: Network is unreachable
	at org.apache.hadoop.ipc.Client.wrapException(Client.java:1142)
	at org.apache.hadoop.ipc.Client.call(Client.java:1110)
	at org.apache.hadoop.ipc.RPC$Invoker.invoke(RPC.java:226)
	at com.sun.proxy.$Proxy5.getBlockLocations(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.io.retry.RetryInvocationHandler.invokeMethod(RetryInvocationHandler.java:82)
	at org.apache.hadoop.io.retry.RetryInvocationHandler.invoke(RetryInvocationHandler.java:59)
	at com.sun.proxy.$Proxy5.getBlockLocations(Unknown Source)
	at org.apache.hadoop.hdfs.DFSClient.callGetBlockLocations(DFSClient.java:480)
	at org.apache.hadoop.hdfs.DFSClient.access$300(DFSClient.java:71)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.openInfo(DFSClient.java:1820)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.chooseDataNode(DFSClient.java:2229)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2024)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2170)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	... 22 more
Caused by: java.net.SocketException: Network is unreachable
	at sun.nio.ch.Net.connect0(Native Method)
	at sun.nio.ch.Net.connect(Net.java:364)
	at sun.nio.ch.Net.connect(Net.java:356)
	at sun.nio.ch.SocketChannelImpl.connect(SocketChannelImpl.java:623)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:192)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.ipc.Client$Connection.setupConnection(Client.java:425)
	at org.apache.hadoop.ipc.Client$Connection.setupIOstreams(Client.java:532)
	at org.apache.hadoop.ipc.Client$Connection.access$2300(Client.java:210)
	at org.apache.hadoop.ipc.Client.getConnection(Client.java:1247)
	at org.apache.hadoop.ipc.Client.call(Client.java:1078)
	... 44 more
